Jun 26 03:00:17 rx10025878 syslogd: restart
Jun 26 03:00:20 rx10025878 syslogd: restart
Jun 26 03:00:23 rx10025878 syslogd: restart
Jun 26 03:00:25 rx10025878 syslogd: restart
Jun 26 03:00:28 rx10025878 syslogd: restart
Jun 26 03:00:30 rx10025878 syslogd: restart
Jun 26 03:00:33 rx10025878 syslogd: restart
Jun 26 03:00:36 rx10025878 syslogd: restart
Jun 26 03:00:36 nto CI: INFO	logrotate.sh	/mnt/sd/statuslog.csv.0002 has 10000000 bytes => log rotation 
Jun 26 05:27:52 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:27:52 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 678.839417 VdcLimit: 661.868408 VdcEnd: 659.714600 
Jun 26 05:27:52 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:28:02 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:28:02 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 675.849243 VdcLimit: 658.953003 VdcEnd: 652.627319 
Jun 26 05:28:02 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:28:41 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:28:42 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 681.125793 VdcLimit: 664.097656 VdcEnd: 663.206970 
Jun 26 05:28:42 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:28:47 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:28:47 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 678.843445 VdcLimit: 661.872375 VdcEnd: 661.199829 
Jun 26 05:28:47 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:28:53 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:28:53 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 676.083435 VdcLimit: 659.181335 VdcEnd: 654.528259 
Jun 26 05:28:53 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:29:03 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:29:03 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 675.526306 VdcLimit: 658.638123 VdcEnd: 653.015137 
Jun 26 05:29:03 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:29:03 nto PU4: INFO	System	CLog1 500 ms: 20002 Vdc: 650 Idc: 0 Pdc: 203 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:29:03 nto PU4: INFO	System	CLog1 500 ms: 20002 Vdc: 674 Idc: 0 Pdc: 106 Pac: 3 IdLim: 0.00 Phi: 0.00 
Jun 26 05:29:42 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:29:42 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 681.974731 VdcLimit: 664.925354 VdcEnd: 664.865479 
Jun 26 05:29:42 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:29:47 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:29:47 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 681.468384 VdcLimit: 664.431702 VdcEnd: 662.016418 
Jun 26 05:29:47 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:29:53 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:29:54 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 679.123657 VdcLimit: 662.145569 VdcEnd: 660.871460 
Jun 26 05:29:54 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:30:02 nto CI: INFO	OSLog1	MEM: 63591632 12996608 7190212 PROC:  
Jun 26 05:30:03 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:30:03 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 677.983398 VdcLimit: 661.033813 VdcEnd: 655.823303 
Jun 26 05:30:03 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:30:29 nto CI: INFO	statistics	statistics: write: 20 statistics jobs in 846 ms - 42 ms/job
Jun 26 05:30:43 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:30:43 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 684.958984 VdcLimit: 667.835022 VdcEnd: 665.378784 
Jun 26 05:30:43 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:30:48 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:30:48 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 685.473694 VdcLimit: 668.336853 VdcEnd: 666.981323 
Jun 26 05:30:48 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:30:54 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:30:54 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 684.528076 VdcLimit: 667.414856 VdcEnd: 666.250977 
Jun 26 05:30:54 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:31:04 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:31:04 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 683.651611 VdcLimit: 666.560303 VdcEnd: 663.318298 
Jun 26 05:31:04 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:31:37 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 686 Idc: 0 Pdc: 123 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:31:37 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 34 tAc: 20 tDc: 23 
Jun 26 05:31:37 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.02 
Jun 26 05:31:37 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 693 Idc: 0 Pdc: 0 Pac: 19 Wh: 1 IdLim: 0.00 Phi: 0.00 
Jun 26 05:31:37 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 33 tAc: 20 tDc: 23 
Jun 26 05:31:37 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.03 
Jun 26 05:31:38 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 689 Idc: 0 Pdc: 0 Pac: 11 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:31:38 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 34 tAc: 20 tDc: 23 
Jun 26 05:31:38 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 385 f: 50.03 
Jun 26 05:31:38 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 690 Idc: 0 Pdc: 61 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:31:38 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 34 tAc: 20 tDc: 23 
Jun 26 05:31:38 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.03 
Jun 26 05:31:43 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:31:43 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 693.753052 VdcLimit: 676.409241 VdcEnd: 672.458679 
Jun 26 05:31:43 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:31:48 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:31:49 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 692.002075 VdcLimit: 674.702026 VdcEnd: 674.235107 
Jun 26 05:31:49 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:31:54 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:31:55 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 690.671265 VdcLimit: 673.404480 VdcEnd: 669.661377 
Jun 26 05:31:55 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:31:55 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 666 Idc: 0 Pdc: 31 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:31:55 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 687 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:32:04 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:32:04 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 687.927856 VdcLimit: 670.729675 VdcEnd: 670.149902 
Jun 26 05:32:04 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:32:44 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:32:44 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 699.538879 VdcLimit: 682.050415 VdcEnd: 681.706482 
Jun 26 05:32:44 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:32:49 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:32:49 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 698.571289 VdcLimit: 681.106995 VdcEnd: 677.153442 
Jun 26 05:32:49 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:32:55 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:32:55 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 696.399048 VdcLimit: 678.989075 VdcEnd: 676.654419 
Jun 26 05:32:55 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:33:05 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:33:05 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 689.855591 VdcLimit: 672.609192 VdcEnd: 671.751221 
Jun 26 05:33:05 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:33:44 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:33:44 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 705.351563 VdcLimit: 687.717773 VdcEnd: 684.335999 
Jun 26 05:33:44 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:33:49 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:33:50 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 703.487915 VdcLimit: 685.900696 VdcEnd: 683.259888 
Jun 26 05:33:50 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:33:55 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:33:56 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 703.442261 VdcLimit: 685.856201 VdcEnd: 685.660767 
Jun 26 05:33:56 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:34:05 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:34:06 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 702.831604 VdcLimit: 685.260803 VdcEnd: 682.377319 
Jun 26 05:34:06 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:34:45 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:34:45 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 710.380249 VdcLimit: 692.620728 VdcEnd: 691.987976 
Jun 26 05:34:45 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:34:50 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:34:50 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 709.668579 VdcLimit: 691.926880 VdcEnd: 689.902100 
Jun 26 05:34:50 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:34:56 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:34:56 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 707.891907 VdcLimit: 690.194580 VdcEnd: 686.433228 
Jun 26 05:34:56 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:35:02 nto CI: INFO	OSLog1	MEM: 63591632 12996608 7190212 PROC:  
Jun 26 05:35:06 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:35:06 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 707.328613 VdcLimit: 689.645386 VdcEnd: 687.045166 
Jun 26 05:35:06 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:35:45 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:35:46 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 713.700378 VdcLimit: 695.857849 VdcEnd: 693.691284 
Jun 26 05:35:46 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:35:50 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:35:51 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 713.039124 VdcLimit: 695.213135 VdcEnd: 691.777161 
Jun 26 05:35:51 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:35:57 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:35:57 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 714.151123 VdcLimit: 696.297363 VdcEnd: 692.797485 
Jun 26 05:35:57 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:36:01 nto CI: INFO	statistics	statistics: write: 24 day chart jobs in 875 ms - 36 ms/job
Jun 26 05:36:06 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:36:07 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 713.263062 VdcLimit: 695.431458 VdcEnd: 693.341187 
Jun 26 05:36:07 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:36:39 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 717 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:36:39 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 34 tAc: 20 tDc: 23 
Jun 26 05:36:39 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.03 
Jun 26 05:36:39 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 717 Idc: 0 Pdc: 117 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:36:39 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
Jun 26 05:36:39 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:36:39 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 717 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:36:39 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
Jun 26 05:36:39 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:36:39 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 717 Idc: 0 Pdc: 73 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:36:39 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
Jun 26 05:36:39 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:36:46 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:36:46 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 717.468018 VdcLimit: 699.531311 VdcEnd: 696.865479 
Jun 26 05:36:46 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:36:51 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:36:51 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 722.961426 VdcLimit: 704.887390 VdcEnd: 703.756836 
Jun 26 05:36:51 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:36:57 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:36:57 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 717.983887 VdcLimit: 700.034302 VdcEnd: 694.747864 
Jun 26 05:36:57 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:36:57 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 693 Idc: 0 Pdc: 55 Pac: 11 IdLim: 0.00 Phi: 0.00 
Jun 26 05:36:58 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 717 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:37:07 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:37:07 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 720.306396 VdcLimit: 702.298767 VdcEnd: 700.578979 
Jun 26 05:37:07 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:37:46 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:37:47 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 730.560425 VdcLimit: 712.296387 VdcEnd: 712.241394 
Jun 26 05:37:47 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:37:52 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:37:52 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 726.061890 VdcLimit: 707.910339 VdcEnd: 706.598511 
Jun 26 05:37:52 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:37:58 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:37:58 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 717.817261 VdcLimit: 699.871826 VdcEnd: 696.160706 
Jun 26 05:37:58 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:38:08 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:38:08 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 726.800842 VdcLimit: 708.630798 VdcEnd: 708.355835 
Jun 26 05:38:08 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:38:19 nto CI: INFO	statistics	statistics: write: 5 statistics jobs in 309 ms - 61 ms/job
Jun 26 05:38:47 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:38:47 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 736.934692 VdcLimit: 718.511353 VdcEnd: 718.154419 
Jun 26 05:38:47 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:38:52 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:38:52 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 736.235107 VdcLimit: 717.829224 VdcEnd: 717.525269 
Jun 26 05:38:52 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:38:58 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:38:59 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 734.165527 VdcLimit: 715.811401 VdcEnd: 713.438477 
Jun 26 05:38:59 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:39:08 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:39:08 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 730.939087 VdcLimit: 712.665588 VdcEnd: 709.942932 
Jun 26 05:39:08 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:39:48 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:39:48 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 743.552551 VdcLimit: 724.963745 VdcEnd: 722.275513 
Jun 26 05:39:48 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:39:53 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:39:53 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 741.439880 VdcLimit: 722.903870 VdcEnd: 721.407349 
Jun 26 05:39:53 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:39:59 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:39:59 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 740.956421 VdcLimit: 722.432495 VdcEnd: 722.425171 
Jun 26 05:39:59 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:40:02 nto CI: INFO	OSLog1	MEM: 63624400 12996608 7190212 PROC:  
Jun 26 05:40:09 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:40:09 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 740.657349 VdcLimit: 722.140930 VdcEnd: 721.562317 
Jun 26 05:40:09 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:40:48 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:40:48 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 749.276123 VdcLimit: 730.544250 VdcEnd: 728.867065 
Jun 26 05:40:48 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:40:53 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:40:54 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 748.866211 VdcLimit: 730.144531 VdcEnd: 728.098511 
Jun 26 05:40:54 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:40:59 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:41:00 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 747.037720 VdcLimit: 728.361755 VdcEnd: 725.312988 
Jun 26 05:41:00 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:41:09 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:41:10 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 747.431763 VdcLimit: 728.745972 VdcEnd: 728.076050 
Jun 26 05:41:10 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:41:40 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 753 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:41:40 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
Jun 26 05:41:40 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:41:40 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 750 Idc: 0 Pdc: 126 Pac: 35 Wh: 2 IdLim: 0.00 Phi: 0.00 
Jun 26 05:41:40 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
Jun 26 05:41:40 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:41:40 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 750 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:41:40 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 36 tAc: 20 tDc: 23 
Jun 26 05:41:40 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.02 
Jun 26 05:41:40 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 751 Idc: 0 Pdc: 68 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:41:40 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 35 tAc: 20 tDc: 23 
